Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n63415-il-500000-n5
Airfoil,n63415-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,90.7373
Max Cl/Cd alpha,4.75
Url,http://airfoiltools.com/polar/csv?polar=xf-n63415-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-18.250,-0.8075,0.12235,0.11935,-0.0302,1.0000,0.0130
-18.000,-0.8547,0.10829,0.10508,-0.0381,1.0000,0.0130
-17.750,-0.8829,0.09863,0.09526,-0.0436,1.0000,0.0130
-17.500,-0.9059,0.09028,0.08675,-0.0485,1.0000,0.0130
-17.250,-0.9249,0.08295,0.07928,-0.0527,1.0000,0.0131
-17.000,-0.9403,0.07656,0.07274,-0.0564,1.0000,0.0131
-16.750,-0.9529,0.07082,0.06685,-0.0597,1.0000,0.0132
-16.500,-0.9624,0.06581,0.06171,-0.0624,1.0000,0.0133
-16.250,-0.9698,0.06130,0.05706,-0.0648,1.0000,0.0134
-16.000,-0.9761,0.05714,0.05276,-0.0668,1.0000,0.0135
-15.750,-0.9821,0.05325,0.04878,-0.0687,1.0000,0.0137
-15.500,-0.9856,0.04985,0.04529,-0.0701,1.0000,0.0138
-15.250,-0.9878,0.04675,0.04213,-0.0713,1.0000,0.0140
-15.000,-0.9877,0.04400,0.03930,-0.0722,1.0000,0.0141
-14.750,-0.9859,0.04154,0.03675,-0.0729,1.0000,0.0143
-14.500,-0.9832,0.03923,0.03437,-0.0735,1.0000,0.0145
-14.250,-0.9793,0.03713,0.03219,-0.0738,1.0000,0.0147
-14.000,-0.9730,0.03533,0.03031,-0.0740,1.0000,0.0150
-13.750,-0.9665,0.03361,0.02851,-0.0740,1.0000,0.0153
-13.500,-0.9608,0.03188,0.02670,-0.0738,1.0000,0.0156
-13.250,-0.9540,0.03032,0.02505,-0.0734,1.0000,0.0159
-13.000,-0.9461,0.02892,0.02357,-0.0729,1.0000,0.0162
-12.750,-0.9381,0.02762,0.02217,-0.0722,1.0000,0.0165
-12.500,-0.9329,0.02622,0.02075,-0.0712,1.0000,0.0169
-12.250,-0.9266,0.02506,0.01954,-0.0700,1.0000,0.0171
-12.000,-0.9212,0.02404,0.01849,-0.0683,1.0000,0.0174
-11.750,-0.9013,0.02306,0.01746,-0.0690,0.9877,0.0179
-11.500,-0.8695,0.02198,0.01630,-0.0721,0.9686,0.0185
-11.250,-0.8356,0.02099,0.01521,-0.0752,0.9517,0.0192
-11.000,-0.8052,0.02015,0.01423,-0.0773,0.9334,0.0199
-10.750,-0.7837,0.01936,0.01335,-0.0777,0.9138,0.0206
-10.500,-0.7647,0.01880,0.01270,-0.0771,0.8977,0.0212
-10.250,-0.7458,0.01829,0.01211,-0.0762,0.8839,0.0218
-10.000,-0.7265,0.01780,0.01151,-0.0754,0.8719,0.0226
-9.500,-0.6856,0.01684,0.01036,-0.0740,0.8506,0.0241
-9.250,-0.6649,0.01634,0.00980,-0.0733,0.8414,0.0250
-9.000,-0.6421,0.01595,0.00936,-0.0729,0.8323,0.0262
-8.750,-0.6191,0.01556,0.00888,-0.0724,0.8242,0.0272
-8.500,-0.5954,0.01519,0.00843,-0.0721,0.8159,0.0282
-8.250,-0.5722,0.01475,0.00792,-0.0717,0.8085,0.0293
-8.000,-0.5481,0.01433,0.00746,-0.0714,0.8007,0.0305
-7.750,-0.5232,0.01401,0.00709,-0.0712,0.7934,0.0320
-7.500,-0.4976,0.01370,0.00671,-0.0711,0.7865,0.0334
-7.250,-0.4723,0.01335,0.00631,-0.0710,0.7793,0.0349
-7.000,-0.4467,0.01301,0.00593,-0.0709,0.7728,0.0366
-6.750,-0.4205,0.01272,0.00559,-0.0708,0.7658,0.0385
-6.500,-0.3939,0.01248,0.00528,-0.0708,0.7593,0.0405
-6.250,-0.3674,0.01215,0.00495,-0.0708,0.7528,0.0435
-6.000,-0.3405,0.01190,0.00467,-0.0709,0.7460,0.0470
-5.750,-0.3135,0.01164,0.00438,-0.0709,0.7400,0.0515
-5.500,-0.2862,0.01137,0.00411,-0.0710,0.7333,0.0582
-5.250,-0.2591,0.01110,0.00385,-0.0712,0.7268,0.0692
-5.000,-0.2317,0.01080,0.00359,-0.0713,0.7210,0.0859
-4.750,-0.2043,0.01046,0.00334,-0.0716,0.7144,0.1108
-4.250,-0.1494,0.00970,0.00284,-0.0722,0.7022,0.1906
-4.000,-0.1219,0.00925,0.00259,-0.0726,0.6959,0.2479
-3.750,-0.0942,0.00883,0.00236,-0.0730,0.6902,0.3111
-3.500,-0.0659,0.00846,0.00220,-0.0734,0.6838,0.3738
-3.250,-0.0373,0.00828,0.00211,-0.0738,0.6777,0.4130
-3.000,-0.0085,0.00815,0.00205,-0.0741,0.6723,0.4466
-2.750,0.0204,0.00804,0.00202,-0.0743,0.6660,0.4790
-2.500,0.0492,0.00800,0.00199,-0.0746,0.6600,0.5023
-2.250,0.0783,0.00797,0.00196,-0.0748,0.6545,0.5162
-2.000,0.1074,0.00794,0.00195,-0.0751,0.6487,0.5298
